Year,Industry,Type of Wages,Characteristics,Both sexes,Females,Males,Gender Pay Ratio,Gender Pay Gap (%)
1997,"Business, building and other support services",Median weekly wage rate,Both full- and part-time employees,312.6064898989899,311.8727272727273,338.32972222222224,0.9218011507362707,7.819884926372933
1997,"Business, building and other support services",Median weekly wage rate,Full-time employees,366.014797979798,396.3021590909091,373.61795454545455,1.0607149743995903,-6.071497439959028
1997,"Business, building and other support services",Median weekly wage rate,Part-time employees,131.30477272727273,131.82968253968252,145.765,0.904398741396649,9.5601258603351
1997,"Business, building and other support services","Total employees, all wages",Both full- and part-time employees,30.25,14.985858585858585,16.612853535353537,0.9020640887471516,9.79359112528484
1997,"Business, building and other support services","Total employees, all wages",Full-time employees,23.951010101010105,11.115625000000001,14.12590909090909,0.7868962576825307,21.31037423174693
1997,"Business, building and other support services","Total employees, all wages",Part-time employees,7.626515151515151,5.909484126984127,4.933333333333334,1.197868404118404,-19.7868404118404
1997,Construction,Average hourly wage rate,Both full- and part-time employees,14.283863636363638,12.274666666666667,14.618181818181819,0.8396849087893864,16.03150912106136
1997,Construction,Average hourly wage rate,Full-time employees,14.524772727272726,13.01975,14.755227272727272,0.8823822066139889,11.761779338601109
1997,Construction,Average hourly wage rate,Part-time employees,12.282,10.695555555555556,12.43458333333333,0.8601458745211051,13.985412547889487
1997,Construction,Average weekly wage rate,Both full- and part-time employees,587.1975,414.27066666666667,610.7852272727273,0.6782591460446159,32.17408539553841
1997,Construction,Average weekly wage rate,Full-time employees,619.6638636363637,510.89574999999996,632.4020454545455,0.8078654293927661,19.213457060723393
1997,Construction,Average weekly wage rate,Part-time employees,202.96825,167.8975,216.63083333333336,0.7750397181072254,22.49602818927746
1997,Construction,Median hourly wage rate,Both full- and part-time employees,13.623636363636365,11.572666666666667,13.975454545454545,0.8280708601660921,17.19291398339079
1997,Construction,Median hourly wage rate,Full-time employees,13.823636363636364,12.137,14.083409090909091,0.8617941807736376,13.820581922636244
1997,Construction,Median hourly wage rate,Part-time employees,11.023,9.428888888888888,11.40625,0.8266423135464231,17.335768645357685
1997,Construction,Median weekly wage rate,Both full- and part-time employees,564.0145454545454,403.0911666666667,588.225,0.6852669755054047,31.473302449459528
1997,Construction,Median weekly wage rate,Full-time employees,586.7540909090909,472.5845,602.7795454545454,0.7840088529275365,21.599114707246347
1997,Construction,Median weekly wage rate,Part-time employees,174.32675,136.3161111111111,197.04666666666665,0.6917960776353035,30.82039223646965
1997,Construction,"Total employees, all wages",Both full- and part-time employees,43.61136363636364,6.7683333333333335,38.6,0.1753454231433506,82.46545768566493
1997,Construction,"Total employees, all wages",Full-time employees,40.43636363636364,5.24,36.92727272727273,0.14190054160512064,85.80994583948794
1997,Construction,"Total employees, all wages",Part-time employees,5.4475,4.561111111111111,4.066666666666666,1.1215846994535519,-12.158469945355188
1997,Educational services,Average hourly wage rate,Both full- and part-time employees,17.52909090909091,16.223282828282827,19.274974747474747,0.841675957599284,15.832404240071597
1997,Educational services,Average hourly wage rate,Full-time employees,18.399419191919193,16.96552353896104,19.767651515151513,0.85824679405934,14.175320594066
1997,Educational services,Average hourly wage rate,Part-time employees,15.753712121212121,14.894715909090909,19.096607954545455,0.7799665754538154,22.00334245461846
1997,Educational services,Average weekly wage rate,Both full- and part-time employees,586.1409090909091,509.6331313131313,688.0536111111111,0.74068811366333,25.931188633667002
1997,Educational services,Average weekly wage rate,Full-time employees,712.4042171717172,643.3409293831169,784.4754797979798,0.8200905521595038,17.990944784049624
1997,Educational services,Average weekly wage rate,Part-time employees,260.93992424242424,244.92268181818184,300.6291193181818,0.8147004600674062,18.529953993259383
1997,Educational services,Median hourly wage rate,Both full- and part-time employees,16.21636363636364,15.069444444444443,18.545555555555556,0.8125636570606913,18.743634293930867
1997,Educational services,Median hourly wage rate,Full-time employees,17.531843434343436,16.231469155844156,19.43915404040404,0.8349884527951807,16.501154720481924
1997,Educational services,Median hourly wage rate,Part-time employees,13.173333333333334,12.913636363636364,16.550869318181817,0.7802391593685172,21.97608406314828
1997,Educational services,Median weekly wage rate,Both full- and part-time employees,547.23,470.8222474747474,682.7692424242424,0.6895774124256749,31.042258757432506
1997,Educational services,Median weekly wage rate,Full-time employees,689.9369696969698,621.7060308441559,769.2266477272727,0.8082221705150548,19.177782948494514
1997,Educational services,Median weekly wage rate,Part-time employees,217.06606060606063,210.320375,226.37116477272727,0.9290952547386414,7.090474526135859
1997,Educational services,"Total employees, all wages",Both full- and part-time employees,79.6159090909091,49.909343434343434,30.331565656565658,1.645458859573901,-64.5458859573901
1997,Educational services,"Total employees, all wages",Full-time employees,61.287373737373734,36.14715909090909,26.603535353535353,1.3587351684859992,-35.87351684859992
1997,Educational services,"Total employees, all wages",Part-time employees,19.127651515151516,15.004886363636365,6.121761363636364,2.4510733875982664,-145.10733875982663
1997,"Finance, insurance, real estate, rental and leasing",Average hourly wage rate,Both full- and part-time employees,13.891454545454545,12.769646464646465,16.16380681818182,0.790014790963881,20.998520903611894
1997,"Finance, insurance, real estate, rental and leasing",Average hourly wage rate,Full-time employees,14.877048611111112,13.66247159090909,16.832272727272727,0.8116831168480462,18.831688315195382
1997,"Finance, insurance, real estate, rental and leasing",Average hourly wage rate,Part-time employees,11.021818181818182,10.945424603174603,12.041666666666668,0.9089625968034272,9.103740319657284
1997,"Finance, insurance, real estate, rental and leasing",Average weekly wage rate,Both full- and part-time employees,499.5035681818182,434.242095959596,624.1258806818182,0.6957604377585077,30.42395622414923
1997,"Finance, insurance, real estate, rental and leasing",Average weekly wage rate,Full-time employees,588.6779229797979,520.125625,688.793125,0.7551260402025645,24.487395979743553
1997,"Finance, insurance, real estate, rental and leasing",Average weekly wage rate,Part-time employees,200.62001136363637,196.56417857142856,221.599375,0.8870249682402243,11.297503175977575
1997,"Finance, insurance, real estate, rental and leasing",Median hourly wage rate,Both full- and part-time employees,12.21715909090909,11.93618686868687,14.06625,0.848569225535368,15.143077446463204
1997,"Finance, insurance, real estate, rental and leasing",Median hourly wage rate,Full-time employees,13.087582070707072,12.657130681818183,14.790426136363635,0.8557651121829041,14.423488781709592
1997,"Finance, insurance, real estate, rental and leasing",Median hourly wage rate,Part-time employees,9.937789772727273,10.195285714285715,9.54,1.0686882300089848,-6.868823000898483
1997,"Finance, insurance, real estate, rental and leasing",Median weekly wage rate,Both full- and part-time employees,440.76954545454544,407.41564393939393,537.1266761363636,0.7585094206640388,24.14905793359612
1997,"Finance, insurance, real estate, rental and leasing",Median weekly wage rate,Full-time employees,508.46893308080803,478.17866477272725,596.1569034090909,0.8021020339415488,19.789796605845122
1997,"Finance, insurance, real estate, rental and leasing",Median weekly wage rate,Part-time employees,175.82955113636365,180.80573412698413,170.41666666666669,1.0609627430434276,-6.096274304342764
1997,"Finance, insurance, real estate, rental and leasing","Total employees, all wages",Both full- and part-time employees,66.57477272727273,45.033712121212126,23.657670454545453,1.9035564895426802,-90.35564895426802
1997,"Finance, insurance, real estate, rental and leasing","Total employees, all wages",Full-time employees,57.56748737373738,37.55113636363637,21.43494318181818,1.7518654490994157,-75.18654490994156
1997,"Finance, insurance, real estate, rental and leasing","Total employees, all wages",Part-time employees,11.333863636363636,10.124563492063492,4.31875,2.3443272919394484,-134.43272919394485
1997,"Forestry, fishing, mining, quarrying, oil and gas",Average hourly wage rate,Both full- and part-time employees,16.52489898989899,13.533333333333333,16.890454545454546,0.8012415117019654,19.875848829803456
1997,"Forestry, fishing, mining, quarrying, oil and gas",Average hourly wage rate,Full-time employees,16.676944444444445,13.790925925925926,17.030580808080806,0.8097742573396145,19.02257426603855
1997,"Forestry, fishing, mining, quarrying, oil and gas",Average hourly wage rate,Part-time employees,13.482666666666665,17.1475,10.36,1.655164092664093,-65.5164092664093
1997,"Forestry, fishing, mining, quarrying, oil and gas",Average weekly wage rate,Both full- and part-time employees,722.4225505050506,495.7083333333333,748.7503282828283,0.662047567271433,33.7952432728567
1997,"Forestry, fishing, mining, quarrying, oil and gas",Average weekly wage rate,Full-time employees,744.3640909090909,550.770851851852,766.9591414141414,0.7181228074761906,28.187719252380937
1997,"Forestry, fishing, mining, quarrying, oil and gas",Average weekly wage rate,Part-time employees,219.4023333333333,293.45000000000005,156.355,1.8768187777813314,-87.68187777813314
1997,"Forestry, fishing, mining, quarrying, oil and gas",Median hourly wage rate,Both full- and part-time employees,16.106439393939393,13.205333333333334,16.448131313131313,0.8028470275398943,19.715297246010564
1997,"Forestry, fishing, mining, quarrying, oil and gas",Median hourly wage rate,Full-time employees,16.263257575757578,13.353851851851852,16.564722222222223,0.8061621361773962,19.383786382260382
1997,"Forestry, fishing, mining, quarrying, oil and gas",Median hourly wage rate,Part-time employees,11.982333333333335,15.525,8.5,1.826470588235294,-82.6470588235294
1997,"Forestry, fishing, mining, quarrying, oil and gas",Median weekly wage rate,Both full- and part-time employees,708.9330555555555,487.9483333333333,733.5868434343433,0.6651541500512272,33.484584994877274
1997,"Forestry, fishing, mining, quarrying, oil and gas",Median weekly wage rate,Full-time employees,723.5837121212121,526.0147407407408,743.0900505050505,0.7078748267228557,29.212517327714426
1997,"Forestry, fishing, mining, quarrying, oil and gas",Median weekly wage rate,Part-time employees,171.15266666666665,213.65,115.6,1.8481833910034604,-84.81833910034604
1997,"Forestry, fishing, mining, quarrying, oil and gas","Total employees, all wages",Both full- and part-time employees,22.419949494949496,5.44,19.187121212121212,0.28352351245706164,71.64764875429384
1997,"Forestry, fishing, mining, quarrying, oil and gas","Total employees, all wages",Full-time employees,21.646464646464647,4.859629629629629,18.841161616161617,0.2579262217814174,74.20737782185827
1997,"Forestry, fishing, mining, quarrying, oil and gas","Total employees, all wages",Part-time employees,3.026666666666667,3.125,2.95,1.059322033898305,-5.932203389830493
1997,Goods-producing sector,Average hourly wage rate,Both full- and part-time employees,14.218409090909091,11.03131818181818,15.059999999999999,0.7324912471326814,26.750875286731855
1997,Goods-producing sector,Average hourly wage rate,Full-time employees,14.476590909090909,11.190340909090908,15.23318181818182,0.7346029898845223,26.539701011547766
1997,Goods-producing sector,Average hourly wage rate,Part-time employees,11.104166666666668,10.439935064935066,12.24959595959596,0.8522677073897069,14.773229261029307
1997,Goods-producing sector,Average weekly wage rate,Both full- and part-time employees,576.0859090909091,392.82797727272725,624.2154545454546,0.6293147252478383,37.06852747521617
1997,Goods-producing sector,Average weekly wage rate,Full-time employees,609.28,442.98488636363635,647.0981818181818,0.6845713661549181,31.54286338450819
1997,Goods-producing sector,Average weekly wage rate,Part-time employees,177.55321969696968,160.58288961038963,200.85294696969697,0.799504772188466,20.049522781153396
1997,Goods-producing sector,Median hourly wage rate,Both full- and part-time employees,13.296363636363637,9.950113636363636,14.231136363636363,0.6991791366561796,30.08208633438204
1997,Goods-producing sector,Median hourly wage rate,Full-time employees,13.559090909090909,10.218954545454546,14.384545454545453,0.7104120583960059,28.958794160399414
1997,Goods-producing sector,Median hourly wage rate,Part-time employees,9.636098484848485,9.023950216450217,10.764103535353536,0.8383373670470584,16.166263295294158
1997,Goods-producing sector,Median weekly wage rate,Both full- and part-time employees,543.0722727272728,363.89863636363634,592.3606818181818,0.6143193623970654,38.568063760293455
1997,Goods-producing sector,Median weekly wage rate,Full-time employees,568.1425,406.55988636363634,606.4772727272727,0.6703629379801386,32.96370620198614
1997,Goods-producing sector,Median weekly wage rate,Part-time employees,152.8632575757576,139.63685064935063,173.1045606060606,0.8066618820466928,19.333811795330725
1997,Goods-producing sector,"Total employees, all wages",Both full- and part-time employees,261.20681818181816,63.67159090909091,197.75681818181818,0.32196913104938346,67.80308689506165
1997,Goods-producing sector,"Total employees, all wages",Full-time employees,248.225,56.77363636363636,191.64545454545453,0.2962430624733172,70.37569375266828
1997,Goods-producing sector,"Total employees, all wages",Part-time employees,13.403030303030302,7.954545454545455,6.948106060606061,1.1448508967998692,-14.485089679986917
1997,Health care and social assistance,Average hourly wage rate,Both full- and part-time employees,13.885454545454547,13.663863636363637,15.114929653679654,0.9039978319076885,9.600216809231155
1997,Health care and social assistance,Average hourly wage rate,Full-time employees,14.24659090909091,13.921818181818182,16.250875,0.8566811437426096,14.331885625739037
1997,Health care and social assistance,Average hourly wage rate,Part-time employees,13.165090909090909,13.26740909090909,12.568472222222223,1.0556103284734228,-5.561032847342284
1997,Health care and social assistance,Average weekly wage rate,Both full- and part-time employees,452.85386363636366,435.64681818181816,539.4775541125541,0.8075346506277938,19.246534937220616
1997,Health care and social assistance,Average weekly wage rate,Full-time employees,540.1422727272727,522.2147727272727,640.0318409090909,0.8159199892079233,18.40800107920767
1997,Health care and social assistance,Average weekly wage rate,Part-time employees,246.02990909090911,250.06229545454545,222.77666666666667,1.1224797425876982,-12.247974258769823
1997,Health care and social assistance,Median hourly wage rate,Both full- and part-time employees,12.549545454545454,12.432500000000001,13.658750000000001,0.9102223849180928,8.977761508190717
1997,Health care and social assistance,Median hourly wage rate,Full-time employees,13.015454545454546,12.852045454545454,14.751920454545456,0.8712116835327295,12.87883164672705
1997,Health care and social assistance,Median hourly wage rate,Part-time employees,11.743204545454546,11.882454545454545,11.323888888888888,1.0493263102496286,-4.9326310249628635
1997,Health care and social assistance,Median weekly wage rate,Both full- and part-time employees,421.0179545454546,409.06545454545454,481.7115638528138,0.8491916849030509,15.080831509694914
1997,Health care and social assistance,Median weekly wage rate,Full-time employees,492.0695454545455,480.85909090909087,582.2922272727272,0.8258037260110492,17.419627398895077
1997,Health care and social assistance,Median weekly wage rate,Part-time employees,222.71254545454548,226.5835909090909,196.49674603174603,1.1531162499377168,-15.311624993771677
1997,Health care and social assistance,"Total employees, all wages",Both full- and part-time employees,107.22727272727273,89.39999999999999,18.94258658008658,4.719524423025832,-371.9524423025832
1997,Health care and social assistance,"Total employees, all wages",Full-time employees,77.85,62.61136363636364,16.646590909090907,3.761212369445014,-276.1212369445014
1997,Health care and social assistance,"Total employees, all wages",Part-time employees,29.508863636363635,26.889772727272728,4.274007936507937,6.2914653240543394,-529.146532405434
1997,"Information, culture and recreation",Average hourly wage rate,Both full- and part-time employees,13.943787878787878,12.31725,15.638835227272725,0.7876066101470154,21.23933898529846
1997,"Information, culture and recreation",Average hourly wage rate,Full-time employees,15.289681818181819,13.313522727272726,16.873136363636362,0.7890366343488439,21.096336565115614
1997,"Information, culture and recreation",Average hourly wage rate,Part-time employees,10.401037878787879,10.168555555555557,11.0121148989899,0.9233971538462862,7.660284615371382
1997,"Information, culture and recreation",Average weekly wage rate,Both full- and part-time employees,481.3366161616161,388.22713636363636,568.1810795454545,0.6832806482648428,31.67193517351572
1997,"Information, culture and recreation",Average weekly wage rate,Full-time employees,595.9474431818182,502.5031363636364,666.98325,0.7533969351758629,24.66030648241371
1997,"Information, culture and recreation",Average weekly wage rate,Part-time employees,160.3385984848485,161.33319444444444,166.7917866161616,0.9672730157613874,3.2726984238612644
1997,"Information, culture and recreation",Median hourly wage rate,Both full- and part-time employees,12.516060606060606,11.697022727272728,14.440255681818183,0.8100287823851016,18.997121761489844
1997,"Information, culture and recreation",Median hourly wage rate,Full-time employees,14.263920454545456,12.75875,16.21684090909091,0.7867592752203447,21.32407247796553
1997,"Information, culture and recreation",Median hourly wage rate,Part-time employees,8.694280303030304,8.498027777777779,8.29300505050505,1.0247223685532716,-2.472236855327159
1997,"Information, culture and recreation",Median weekly wage rate,Both full- and part-time employees,438.38601010101013,361.28488636363636,541.2810795454545,0.667462617882429,33.2537382117571
1997,"Information, culture and recreation",Median weekly wage rate,Full-time employees,551.0891477272727,484.6110227272727,640.5247954545455,0.7565843292348592,24.34156707651408
1997,"Information, culture and recreation",Median weekly wage rate,Part-time employees,139.6975,136.96166666666667,135.07814393939395,1.0139439488309656,-1.3943948830965613
1997,"Information, culture and recreation","Total employees, all wages",Both full- and part-time employees,46.28409090909091,23.32715909090909,23.829545454545453,0.9789175011921792,2.108249880782076
1997,"Information, culture and recreation","Total employees, all wages",Full-time employees,36.773806818181825,17.342499999999998,20.490454545454543,0.8463697065152288,15.36302934847712
1997,"Information, culture and recreation","Total employees, all wages",Part-time employees,10.60439393939394,7.285,5.345265151515152,1.3628884243347623,-36.28884243347623
1997,Manufacturing,Average hourly wage rate,Both full- and part-time employees,13.983863636363637,10.983244318181818,15.258136363636364,0.7198286905049168,28.017130949508317
1997,Manufacturing,Average hourly wage rate,Full-time employees,14.184545454545455,11.17474431818182,15.364954545454545,0.7272878214591056,27.271217854089436
1997,Manufacturing,Average hourly wage rate,Part-time employees,10.850492424242423,9.99275,12.969954545454545,0.7704537409887887,22.95462590112113
1997,Manufacturing,Average weekly wage rate,Both full- and part-time employees,554.1847727272727,410.46957386363636,612.9620909090909,0.669649200091419,33.035079990858094
1997,Manufacturing,Average weekly wage rate,Full-time employees,579.5181818181818,442.1470397727273,631.3416818181818,0.7003292393104815,29.967076068951847
1997,Manufacturing,Average weekly wage rate,Part-time employees,178.98336616161617,166.59325,208.8272727272727,0.7977561925906579,20.224380740934212
1997,Manufacturing,Median hourly wage rate,Both full- and part-time employees,13.013409090909091,9.995272727272727,14.430727272727271,0.6926381836737266,30.736181632627336
1997,Manufacturing,Median hourly wage rate,Full-time employees,13.288409090909092,10.23153409090909,14.540863636363635,0.7036400551424044,29.635994485759564
1997,Manufacturing,Median hourly wage rate,Part-time employees,9.21120707070707,8.517166666666666,11.211079545454545,0.7597097703333925,24.02902296666075
1997,Manufacturing,Median weekly wage rate,Both full- and part-time employees,521.0984090909091,385.0682954545455,582.0347727272726,0.6615898456551137,33.84101543448863
1997,Manufacturing,Median weekly wage rate,Full-time employees,539.6197727272728,406.518125,595.1801136363637,0.6830169820632982,31.69830179367018
1997,Manufacturing,Median weekly wage rate,Part-time employees,151.92607575757575,148.565,178.985,0.8300416235997429,16.995837640025712
1997,Manufacturing,"Total employees, all wages",Both full- and part-time employees,174.02045454545456,49.465227272727276,125.98772727272726,0.3926194109815892,60.73805890184107
1997,Manufacturing,"Total employees, all wages",Full-time employees,167.76818181818183,45.94136363636363,123.14886363636364,0.3730555222338079,62.694447776619214
1997,Manufacturing,"Total employees, all wages",Part-time employees,7.316818181818182,5.323333333333333,4.975113636363636,1.0699923102106699,-6.999231021066987
1997,Other services (except public administration),Average hourly wage rate,Both full- and part-time employees,11.192499999999999,9.829590909090909,12.781068181818181,0.7690742877871568,23.09257122128432
1997,Other services (except public administration),Average hourly wage rate,Full-time employees,11.772363636363636,10.294022727272727,13.12729797979798,0.7841691978893546,21.58308021106454
1997,Other services (except public administration),Average hourly wage rate,Part-time employees,9.49894696969697,9.687301136363637,11.067833333333333,0.875266264372458,12.473373562754198
1997,Other services (except public administration),Average weekly wage rate,Both full- and part-time employees,398.28636363636366,304.38879545454546,505.62649999999996,0.6020032483553482,39.79967516446518
1997,Other services (except public administration),Average weekly wage rate,Full-time employees,483.9581363636364,401.07806818181814,556.1080050505051,0.7212233316896647,27.877666831033533
1997,Other services (except public administration),Average weekly wage rate,Part-time employees,146.23939393939395,152.50610795454546,160.71554166666667,0.9489194783093968,5.108052169060318
1997,Other services (except public administration),Median hourly wage rate,Both full- and part-time employees,9.74159090909091,8.51425,11.725863636363636,0.7261085634320403,27.389143656795966
1997,Other services (except public administration),Median hourly wage rate,Full-time employees,10.485636363636363,8.982136363636362,12.119419191919192,0.7411358763483764,25.886412365162357
1997,Other services (except public administration),Median hourly wage rate,Part-time employees,8.175674242424241,8.518096590909092,9.0425,0.942006811270013,5.799318872998704
1997,Other services (except public administration),Median weekly wage rate,Both full- and part-time employees,349.94363636363636,266.64527272727275,470.5585454545454,0.5666569554479165,43.33430445520835
1997,Other services (except public administration),Median weekly wage rate,Full-time employees,428.02681818181816,347.0176590909091,504.5957070707071,0.6877142516836411,31.228574831635893
1997,Other services (except public administration),Median weekly wage rate,Part-time employees,128.61015151515153,136.54107954545452,135.703125,1.006174909718951,-0.617490971895096
1997,Other services (except public administration),"Total employees, all wages",Both full- and part-time employees,41.540909090909096,20.340909090909093,21.444545454545455,0.9485353342659715,5.1464665734028525
1997,Other services (except public administration),"Total employees, all wages",Full-time employees,33.16977272727273,14.681590909090907,19.513383838383838,0.7523856974622442,24.761430253775586
1997,Other services (except public administration),"Total employees, all wages",Part-time employees,9.162878787878789,7.19715909090909,4.503125,1.5982587849347043,-59.82587849347043
1997,"Professional, scientific and technical services",Average hourly wage rate,Both full- and part-time employees,16.00242424242424,13.255258838383838,18.934272727272727,0.7000669647739415,29.993303522605853
1997,"Professional, scientific and technical services",Average hourly wage rate,Full-time employees,16.704507575757575,13.83002840909091,19.30168181818182,0.7165193447579933,28.34806552420067
1997,"Professional, scientific and technical services",Average hourly wage rate,Part-time employees,12.398412698412699,12.247916666666667,10.881388888888887,1.125583948127537,-12.558394812753694
1997,"Professional, scientific and technical services",Average weekly wage rate,Both full- and part-time employees,594.7250757575757,435.5628535353535,755.5049545454547,0.5765188579039928,42.348114209600716
1997,"Professional, scientific and technical services",Average weekly wage rate,Full-time employees,669.6616287878787,527.5444507575758,793.7130681818181,0.6646538552855598,33.53461447144402
1997,"Professional, scientific and technical services",Average weekly wage rate,Part-time employees,203.21234126984126,204.55069444444445,173.81805555555556,1.1768092433818889,-17.680924338188888
1997,"Professional, scientific and technical services",Median hourly wage rate,Both full- and part-time employees,14.036060606060605,12.059747474747475,17.787522727272727,0.6779891533887887,32.20108466112113
1997,"Professional, scientific and technical services",Median hourly wage rate,Full-time employees,15.111325757575758,13.048560606060606,18.206272727272726,0.7167068626031322,28.32931373968678
1997,"Professional, scientific and technical services",Median hourly wage rate,Part-time employees,10.570496031746032,10.615,9.002222222222223,1.179153295482597,-17.915329548259695
1997,"Professional, scientific and technical services",Median weekly wage rate,Both full- and part-time employees,521.0443181818182,420.22747474747473,710.0418863636364,0.5918347675228023,40.81652324771977
1997,"Professional, scientific and technical services",Median weekly wage rate,Full-time employees,592.0780303030303,494.3889867424242,736.8326136363637,0.6709651250404769,32.90348749595231
1997,"Professional, scientific and technical services",Median weekly wage rate,Part-time employees,184.40474206349205,190.76625,143.27777777777777,1.3314433889104305,-33.14433889104305
1997,"Professional, scientific and technical services","Total employees, all wages",Both full- and part-time employees,45.27651515151515,23.016666666666666,23.310000000000002,0.9874159874159872,1.258401258401276
